title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Aus Liebe zu Dir,tt2468606,2012,Christina Plate,Female,Germany,architect
Drei Patienten,tt1887731,2010,Stefan Wancura,Male,Germany,dr.
Willkommen in Kölleda,tt1687939,2012,Janina Hartwig,Female,Germany,employee
Der letzte Patriarch,tt1521183,2010,Mario Adorf,Male,Germany,manufacturer
Das Glück ist ein Kaktus,tt1845220,2011,Christiane Hörbiger,Female,Germany,dr.
Uns trennt das Leben,tt1651109,2010,Julia Koschitz,Female,Germany,offender
Gustav Klimt - Der Geheimnisvolle,tt3453486,2012,Friedrich Despalmes,Male,Germany,artist
Schatten der Erinnerung,tt1450748,2010,Julia Stemberger,Female,Germany,dr.
Fliegen lernen,tt2402804,2012,Gesine Cukrowski,Female,Germany,pharmacist
Achtung Arzt!,tt1609777,2011,Annette Frier,Female,Germany,dr.
The Danish Girl,tt0810819,2015,Alicia Vikander,Female,Germany,artist
Lucy,tt2872732,2014,Scarlett Johansson,Female,Germany,miller
Clouds of Sils Maria,tt2452254,2014,Juliette Binoche,Female,Germany,actress
Madame Bovary,tt2334733,2014,Mia Wasikowska,Female,Germany,doctor
Heidi,tt3700392,2015,Anuk Steffen,Female,Germany,companion
The Girl King,tt1254322,2015,Malin Buska,Female,Germany,queen
The Bunker,tt2847438,2015,Pit Bukowski,Male,Germany,teacher
Amour Fou,tt3003800,2014,Christian Friedel,Male,Germany,poet
The Chambermaid Lynn,tt3290440,2014,Vicky Krieps,Female,Germany,maid
Paradise: Hope,tt2371834,2013,Melanie Lenz,Male,Germany,director
Unexpected,tt3349460,2014,Ina Weisse,Female,Germany,designer
"Help, I Shrunk My Teacher",tt4141024,2015,Anja Kling,Female,Germany,dr.
Sanctuary,tt3127698,2015,Louis Hofmann,Male,Germany,tinker
Silent Summer,tt1886770,2013,Dagmar Manzel,Female,Germany,historian
The Nightmare,tt3141498,2015,Carolyn Genzkow,Female,Germany,therapist
Me and Kaminski,tt1369667,2015,Daniel Brühl,Male,Germany,journalist
Patong Girl,tt2974502,2014,Aisawanya Areyawattana,Female,Germany,prostitute
Beloved Sisters,tt2790236,2014,Hannah Herzsprung,Female,Germany,literary
