title,id,release_year,main_character_name,main_character_gender,country,main_character_role
The Battle of Long Tan,tt0846672,2006,Sam Worthington,Male,Australia,narrator
The Turner Affair,tt0871021,2003,Rachel Blakely,Female,Australia,turner
September,tt0903644,2007,Xavier Samuel,Male,Australia,labourer
One Perfect Day,tt0316353,2004,Dan Spielman,Male,Australia,musician
"Two Fists, One Heart",tt1082881,2008,Daniel Amalm,Male,Australia,boxer
Three Blind Mice,tt1239388,2008,Ewen Leslie,Male,Australia,fisher
Dynasty: The Making of a Guilty Pleasure,tt0416706,2005,Pamela Reed,Female,Australia,singer
Cthulhu,tt0826776,2000,Paul Douglas,Male,Australia,inspector
The Mysterious Geographic Explorations of Jasper Morello,tt0469146,2005,Joel Edgerton,Male,Australia,navigator
The Big Picture,tt0459208,2000,Robyn Moore,Female,Australia,career
The Home Song Stories,tt0452631,2007,Joan Chen,Female,Australia,singer
My Tehran for Sale,tt1368864,2009,Marzieh Vafamehr,Male,Australia,actress
The Pirates of Penzance,tt0982913,2006,Anthony Warlow,Male,Australia,king
Yolngu Boy,tt0266078,2001,John Sebastian Pilakui,Male,Australia,leader
The Alice,tt0419425,2004,Erik Thomson,Male,Australia,musician
3 Acts of Murder,tt1331332,2009,Robert Menzies,Male,Australia,writer
Selkie,tt0245428,2000,Shimon Moore,Male,Australia,guitarist
Chameleon 3: Dark Angel,tt0238116,2000,Bobbie Phillips,Female,Australia,agent
Rice Rhapsody,tt0383388,2004,Sylvia Chang,Female,Australia,restaurant
The Dinner Party,tt1451708,2009,Lara Cox,Female,Australia,king
The Bet,tt0452003,2006,Matthew Newton,Male,Australia,stockbroker
The King,tt0930067,2007,Stephen Curry,Male,Australia,superstar
Family Demons,tt1378238,2009,Cassandra Kane,Male,Australia,doctor
Dr. Plonk,tt0783511,2007,Nigel Martin,Male,Australia,dr.
Crooked Business,tt0954272,2008,Teo Gebert,Male,Australia,mate
Heroes' Mountain,tt0294617,2002,Craig McLachlan,Male,Australia,diver
Let's Get Skase,tt0264792,2001,Lachy Hulme,Male,Australia,entrepreneur
Mallboy,tt0217643,2000,Kane McNay,Male,Australia,model
The Cat Piano,tt1401657,2009,Nick Cave,Male,Australia,narrator
Rats and Cats,tt1194437,2007,Jason Gann,Male,Australia,career
The Pitch,tt0303378,2001,Dan Spielman,Male,Australia,filmmaker
Fragment,tt0973836,2009,Wayne Bradley,Male,Australia,photographer
Second Chance,tt0398312,2005,Ben Mendelsohn,Male,Australia,dr.
Let Me Not,tt0945570,2007,Rodger Corser,Male,Australia,architect
Spike Up,tt0995050,2007,Roy Billing,Male,Australia,barker
Wrong Answer,tt0480059,2005,Rhiana Griffith,Female,Australia,extra
Crooked Mick of the Speewah,tt0808209,2005,Alan Cinis,Male,Australia,promoter
Monash: The Forgotten Anzac,tt1181609,2008,Jennifer Vuletic,Male,Australia,narrator
City Loop,tt0252327,2000,Sullivan Stapleton,Male,Australia,chef
The Lighter,tt0356824,2001,Dan Spielman,Male,Australia,driver
The Sounds of Aus,tt1216509,2007,John Clarke,Male,Australia,presenter
The Honourable Wally Norman,tt0301417,2003,Kevin Harrington,Male,Australia,politician
Mawson: Life and Death in Antarctica,tt1145531,2007,William McInnes,Male,Australia,narrator
Almost,tt1370136,2007,Tony Barry,Male,Australia,dr.
Guru Wayne,tt0285161,2002,Todd MacDonald,Male,Australia,fisher
Plum Role,tt0990444,2007,Matt Hardie,Male,Australia,actor
Death's Requiem,tt1002975,2007,Jai Koutrae,Male,Australia,book artist
Brother,tt0245024,2000,William McInnes,Male,Australia,narrator
The Chess Set,tt0810370,2005,Nathaniel Dean,Male,Australia,caretaker
Insignia,tt0952662,2006,Damian Walshe-Howling,Male,Australia,graphic designer
Solarmax,tt0177240,2000,Alex Scott,Male,Australia,narrator
Orientation,tt12486532,2004,Sarah Hudson,Female,Australia,performer
Clash of the Titans,tt0800320,2010,Sam Worthington,Male,Australia,queen
The Vow,tt1606389,2012,Rachel McAdams,Female,Australia,doctor
Iron Sky,tt1034314,2012,Julia Dietze,Female,Australia,mate
The Reef,tt1320291,2010,Damian Walshe-Howling,Male,Australia,sailor
Legend of the Guardians: The Owls of Ga'Hoole,tt1219342,2010,Emily Barclay,Female,Australia,soldier
Don't Be Afraid of the Dark,tt1270761,2010,Bruce Gleeson,Male,Australia,driver
Sanctum,tt0881320,2011,Richard Roxburgh,Male,Australia,master
Lore,tt1996310,2012,Saskia Rosendahl,Female,Australia,dresser
Oranges and Sunshine,tt1438216,2010,Emily Watson,Female,Australia,worker
Beneath Hill 60,tt1418646,2010,Brendan Cowell,Male,Australia,miner
Dripping in Chocolate,tt2106403,2012,Louise Lombard,Female,Australia,chocolatier
Red Hill,tt1530983,2010,Ryan Kwanten,Male,Australia,officer
Mental,tt1655416,2012,Rebecca Gibney,Female,Australia,politician
Kath & Kimderella,tt1859607,2012,Jane Turner,Female,Australia,knight
The Eye of the Storm,tt1600207,2011,Charlotte Rampling,Female,Australia,hunter
Any Questions for Ben?,tt1735839,2012,Josh Lawson,Male,Australia,lawyer
Not Suitable for Children,tt1935065,2012,Ryan Kwanten,Male,Australia,doctor
Inhuman Resources,tt1857842,2012,Nicholas Hope,Male,Australia,manager
Sinbad and the Minotaur,tt1577065,2011,Manu Bennett,Male,Australia,mate
I Love You Too,tt1376709,2010,Brendan Cowell,Male,Australia,mate
Housos vs. Authority,tt2483516,2012,George Kapiniaris,Male,Australia,stylist
Swerve,tt1592576,2011,Jason Clarke,Male,Australia,driver
Six Lovers,tt2034105,2012,Cameron Daddo,Male,Australia,interviewer
Muirhouse,tt2146834,2012,Iain P.F. McDonald,Male,Australia,author
Griff the Invisible,tt1509803,2010,Ryan Kwanten,Male,Australia,worker
Dumb Ways to Die,tt3009646,2012,Emily Lubitz,Male,Australia,singer
Leonie,tt1426328,2010,Emily Mortimer,Female,Australia,educator
Underbelly Files: Tell Them Lucifer Was Here,tt1684227,2011,Brett Climo,Male,Australia,inspector
Underbelly Files: Infiltration,tt1741678,2011,Sullivan Stapleton,Male,Australia,dealer
Hawke,tt1530532,2010,Richard Roxburgh,Male,Australia,minister
Jandamarra's War,tt1865414,2011,Ernie Dingo,Male,Australia,narrator
Jenny Dixon Beach,tt1946271,2011,Steve Baines,Male,Australia,pastor
50-50,tt1833204,2011,Jessica McNamee,Female,Australia,prostitute
Bruce Lee Played Badminton Too,tt2076169,2011,Nathan Derrick,Male,Australia,player
Bat Eyes,tt2185240,2012,David Cuthbertson,Male,Australia,teacher
Something Fishy,tt1725123,2010,Brad Albert,Male,Australia,mate
Bloodlines,tt2563996,2011,Daisy Masterman,Female,Australia,sage
Andy X,tt2231091,2012,Akos Armont,Male,Australia,poet
10 Days to Die,tt1743906,2010,Clare Bowen,Female,Australia,actress
Tethered,tt1787802,2010,John Brumpton,Male,Australia,foreman
Isolate,tt2101509,2012,Jacinta John,Female,Australia,scout
Dumpy Goes to the Big Smoke,tt2327273,2012,Eden Falk,Male,Australia,caller
The Secret History of Eurovision,tt1864542,2011,Linda Cropper,Female,Australia,narrator
The Colour Blue,tt3804982,2011,Lee Cormie,Male,Australia,cook
The Unusual Suspects,tt2375687,2012,David Tredinnick,Male,Australia,inspector
The Sellers,tt1860344,2011,Andrew Ryan,Male,Australia,seller
The Toll,tt1657461,2010,Nick Britton,Male,Australia,mate
The Thing About Dolphins,tt1790871,2011,Sam Parsonson,Male,Australia,barista
In the Clear,tt2338202,2012,Firass Dirani,Male,Australia,sprinter
Pinion,tt1712084,2010,Maureen Andrew,Male,Australia,matron
Cold Showers,tt2374901,2011,Reg Gorman,Male,Australia,manager
