title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Code Unknown,tt0216625,2000,Juliette Binoche,Female,France,actress
House of 9,tt0395585,2005,Kelly Brook,Female,France,dancer
Fay Grim,tt0444628,2006,Parker Posey,Female,France,agent
Come Undone,tt0242795,2000,Jérémie Elkaïm,Male,France,architect
Ruby & Quentin,tt0310203,2003,Gérard Depardieu,Male,France,detective
The Countess,tt0496634,2009,Julie Delpy,Female,France,noble
In My Skin,tt0337961,2002,Marina de Van,Female,France,doctor
Vidocq,tt0164961,2001,Gérard Depardieu,Male,France,private investigator
Lila dit ça,tt0424237,2004,Vahina Giocante,Female,France,leader
Read My Lips,tt0274117,2001,Vincent Cassel,Male,France,assistant
The Secrets,tt0782867,2007,Fanny Ardant,Female,France,resident
The Beat That My Heart Skipped,tt0411270,2005,Romain Duris,Male,France,broker
Cash Truck,tt0347330,2004,Albert Dupontel,Male,France,employee
Satan,tt0450843,2006,Vincent Cassel,Male,France,shepherd
Bluebeard,tt1355623,2009,Dominique Thomas,Male,France,actress
OSS 117: Lost in Rio,tt1167660,2009,Jean Dujardin,Male,France,army officer
High Lane,tt1433562,2009,Fanny Valette,Female,France,climber
Sade,tt0217019,2000,Daniel Auteuil,Male,France,author
The Flower of Evil,tt0322289,2003,Nathalie Baye,Female,France,mayor
The Girl from Paris,tt0240149,2001,Michel Serrault,Male,France,farmer
99 francs,tt0875113,2007,Jean Dujardin,Male,France,designer
Pretty Things,tt0263496,2001,Marion Cotillard,Female,France,model
Azur & Asmar: The Princes' Quest,tt0439123,2006,Cyril Mourali,Male,France,tutor
The Story of Marie and Julien,tt0339357,2003,Emmanuelle Béart,Female,France,letting agent
Saint Ange,tt0367000,2004,Virginie Ledoyen,Female,France,servant
The Wedding Song,tt1264074,2008,Lizzie Brocheré,Female,France,doctor
Hideaway,tt1504429,2009,Isabelle Carré,Female,France,drug dealer
35 Shots of Rum,tt1100048,2008,Alex Descas,Male,France,driver
The Page Turner,tt0487503,2006,Catherine Frot,Female,France,pianist
The Adversary,tt0273069,2002,Daniel Auteuil,Male,France,career
Farewell,tt0806029,2009,Guillaume Canet,Male,France,intermediary
The Girl,tt0249538,2000,Claire Keim,Female,France,artist
Heading South,tt0381690,2005,Charlotte Rampling,Female,France,professor of french literature
Wild Side,tt0364120,2004,Stéphanie Michelini,Female,France,worker
Lourdes,tt1405809,2009,Sylvie Testud,Female,France,volunteer
Father of My Children,tt1356928,2009,Louis-Do de Lencquesaing,Male,France,producer
I've Loved You So Long,tt1068649,2008,Kristin Scott Thomas,Female,France,doctor
Afterwards,tt0940580,2008,Romain Duris,Male,France,lawyer
I Am Dina,tt0281924,2002,Maria Bonnevie,Female,France,tutor
The Ax,tt0422015,2005,José Garcia,Male,France,chemist
