title,release_year,main_character_name,main_character_gender,country
A Trip to the Moon,2017,Angelo Mutti Spinetta,Male,Argentina
Joel,2018,Victoria Almeida,Female,Argentina
You Don't Know Who You're Talking To,2016,Héctor Bidonde,Male,Argentina
The Desert Bride,2017,Paulina García,Female,Argentina
Dark Buildings (A Crack in the Wall),2018,Oscar Martínez,Male,Argentina
One Night of Love,2016,Carla Peterson,Female,Argentina
"Fontanarrosa, a Real Idol",2017,Darío Grandinetti,Male,Argentina
Calzones Rotos,2018,Alessandra Guerzoni,Female,Argentina
Terror 5,2016,Airas Alban,Male,Argentina
El Pampero,2017,Julio Chávez,Male,Argentina
White Coffin,2016,Julieta Cardinali,Female,Argentina
The Queen of Fear,2018,Valeria Bertuccelli,Female,Argentina
Don't Cry for Me England,2018,Mike Amigorena,Male,Argentina
El padre de mis hijos,2018,Javier Drolas,Male,Argentina
The Long Night of Francisco Sanctis,2016,Diego Velázquez,Male,Argentina
La otra magia,2016,José Luis Parada Sabio,Male,Argentina
El Hijo de Dios,2016,Paulo Soria,Male,Argentina
Dolores,2016,Emilia Attías,Female,Argentina
Necronomicón,2018,Diego Velázquez,Male,Argentina
Cocote,2017,Vicente Santos,Male,Argentina
The Future Ahead,2017,Dolores Fonzi,Female,Argentina
Maracaibo,2017,Jorge Marrale,Male,Argentina
We Are the Heat,2018,Rosa Esther Mosquera Aramburo,Male,Argentina
Atrevidas,2018,Sofia Bertolotto,Female,Argentina
When You No Longer Love Me,2018,Florencia Torrente,Female,Argentina
"Natacha, la pelicula",2017,Uriel Berman,Male,Argentina
Until You Untie Me,2017,Martina Garello,Female,Argentina
Happy Hour,2018,Letícia Sabatella,Female,Argentina
27: The Cursed Club,2018,Diego Capusotto,Male,Argentina
La Hija,2016,Gloria Berbuc,Male,Argentina
El azote,2017,Kiran Sharbis,Male,Argentina
The Unseen,2017,Germán Palacios,Male,Argentina
El Año del Leon,2018,Malena Moiron,Male,Argentina
Night Watch,2017,Gastón Pauls,Male,Argentina
Oscuro animal,2016,Marleyda Soto,Male,Argentina
Dead End,2018,Osmar Núñez,Male,Argentina
Looking for a Boyfriend... For My Wife,2017,Javiera Contador,Female,Argentina
Another Story of the World,2017,Alfonsina Carrocio,Male,Argentina
Don't Forget About Me,2016,Leonardo Sbaraglia,Male,Argentina
El jugador,2016,Alejandro Awada,Male,Argentina
Doidas e Santas,2016,Maria Paula,Female,Argentina
Facing the Wind,2018,Mónica García,Male,Argentina
Aire,2018,Julieta Zylberberg,Female,Argentina
Amor Urgente,2018,Fabián Arenillas,Male,Argentina
El candidato,2016,Diego De Paula,Male,Argentina
Last Night,2018,Gabriel Bosisio,Male,Argentina
My Mother Is a Parrot,2016,Nicolás Sáenz Ekkert,Male,Argentina
They Buried,2018,Joaquín Furriel,Male,Argentina
Roman,2018,Gabriel Peralta,Male,Argentina
Madraza,2017,Loren Acuña,Female,Argentina
Escape from Patagonia,2016,Pablo Ragoni,Male,Argentina
Russian Roulette,2018,Gabriel Peralta,Male,Argentina
Angelita la doctora,2016,Ana María Picchio,Female,Argentina
Time Sweep,2016,Luis Luque,Male,Argentina
El peso de la ley,2017,Paola Barrientos,Female,Argentina
Viaje inesperado,2018,Pablo Rago,Male,Argentina
Today Match at 3,2017,Gustavo Bravo,Male,Argentina
Tierra de Pájaros,2017,Angelo Mutti Spinetta,Male,Argentina
Tampoco Tan Grandes,2018,Paula Reca,Female,Argentina
The Little Match Girl,2017,María Villar,Female,Argentina
Eterno Paraíso,2018,Matías Mayer,Male,Argentina
El Corte,2018,Paloma Contreras,Female,Argentina
Perros,2016,Adriana Barraza,Female,Argentina
Camino Sinuoso,2018,Juana Viale,Female,Argentina
Paisaje,2018,Laura Grandinetti,Female,Argentina
Bruno Motoneta,2018,Facundo Gambandé,Male,Argentina
Historias Breves 15: La de Messi,2017,Abel Ayala,Male,Argentina
Kékszakállú,2016,Laila Maltz,Female,Argentina
Yo niña,2018,Esteban Lamothe,Male,Argentina
The Puppeteer,2018,Lalo Alias,Male,Argentina
Spring,2016,Catarina Spinetta,Female,Argentina
The Omission,2018,Sofía Brito,Male,Argentina
El fumigador,2016,Augustín García Serventi,Male,Argentina
5 A.M.,2016,Cristina Alberó,Female,Argentina
The Endless Day,2018,Lara Rógora,Male,Argentina
Clementina,2017,Cecilia Cartasegna,Male,Argentina
Veredas,2017,Ezequiel Tronconi,Male,Argentina
Capitán Menganno,2018,Gabriel Goity,Male,Argentina
Course,2017,Juan Nemirovsky,Male,Argentina
Barrefondo,2018,Sergio Boris,Male,Argentina
Selva,2016,Smashleen Gutiérrez,Male,Argentina
Eso Que Nos Enamora,2018,Paula Cancio,Female,Argentina
Vigilia,2017,Osmar Núñez,Male,Argentina
Soft Rains Will Come,2018,Alma Bozzo Kloster,Male,Argentina
Emma,2018,Germán Palacios,Male,Argentina
El limonero real,2016,Eva Bianco,Female,Argentina
Caída del Cielo,2016,Muriel Santa Ana,Female,Argentina
Interlude,2016,Patricio Aramburu,Male,Argentina
Respirar,2018,María Canale,Female,Argentina
Vapor,2016,Juan Calviño,Male,Argentina
No me mates,2016,Ana Celentano,Female,Argentina
Anida and a Floating Circus,2016,Fabio Aste,Male,Argentina
Gracias Gauchito,2018,Diego Cremonesi,Male,Argentina
Rey's Education,2017,Matías Encinas,Male,Argentina
Historias Breves 13,2016,Martín Slipak,Male,Argentina
Las Vegas,2018,Camila Fabbri,Male,Argentina
I Will Wait for You,2017,Hugo Arana,Male,Argentina
Symphony for Ana,2017,Isadora Ardito,Male,Argentina
Yanka y el espíritu del volcán,2018,Maite Lanata,Female,Argentina
2001: mientras Kubrick estaba en el espacio,2016,Alan Daicz,Male,Argentina
Mario on Tour,2017,Mike Amigorena,Male,Argentina
Bañeros 5: Lentos y cargosos,2018,Pablo Granados,Male,Argentina
Packing Heavy,2018,Facundo Underwood,Male,Argentina
Benavidez's Case,2016,Jorge Marrale,Male,Argentina
Cuando Brillan las Estrellas,2018,María Canale,Female,Argentina
La otra piel,2018,María Figueras,Female,Argentina
The Fisherman,2017,Darío Grandinetti,Male,Argentina
Deja la luz prendida,2018,Esteban Balbi,Male,Argentina
El silencio,2016,Alberto Ajaka,Male,Argentina
Corralón,2017,Naiara Awada,Female,Argentina
Apprentice,2016,Esteban Bigliardi,Male,Argentina
How to Make a Dead Man Float,2018,Santiago San Paulo,Male,Argentina
Julia and the Fox,2018,Victoria Castelo Arzubialde,Male,Argentina
Las olas,2017,Alfonso Tort,Male,Argentina
Casa Propia,2018,Gustavo Almada,Male,Argentina
El cielo escondido,2016,Patricio Bedoya,Male,Argentina
Miss,2016,Roberto L. Makita,Male,Argentina
Diez menos,2018,Daniel Alvaredo,Male,Argentina
El sacrificio de Nehuén Puyelli,2016,Chino Aravena,Male,Argentina
El otro verano,2018,Guillermo Pfening,Male,Argentina
Guacho,2018,Mariano Cornejo,Male,Argentina
Al Desierto,2017,Valentina Bassi,Female,Argentina
En peligro,2018,Naiara Awada,Female,Argentina
Recetas para microondas,2018,Dery Altamirano,Male,Argentina
Rosita,2018,Sofía Brito,Male,Argentina
Vestigio,2016,Félix Almada,Male,Argentina
"Sexo, Zombies Y Bret Michaels",2017,Emmanuel Danann,Male,Argentina
Libro de la Memoria: Homenaje a las víctimas del atentado,2017,Facundo Arana,Male,Argentina
Civilización y Barbarie,2016,María Fernanda Callejón,Female,Argentina
"Pendeja, payasa y gorda",2017,Mirta Wons,Female,Argentina
Fearing Future,2018,María Canale,Female,Argentina
Anti-Argentine Campaign,2016,Juan Gil Navarro,Male,Argentina
Cherry Pie,2016,Naiara Awada,Female,Argentina
El llanto,2018,Favia Acosta,Male,Argentina
"Rebobinado, la película",2018,Matías Dinardo,Male,Argentina
Las Hormigas,2017,Paula Carruega,Female,Argentina
El Peor Dia de Mi Vida,2016,Irene Almus,Female,Argentina
El cruce de la pampa,2016,Roly Serrano,Male,Argentina
Señora Haidi,2017,María Leal,Female,Argentina
The Religious,2018,María Onetto,Female,Argentina
One Shot,2018,María Laura Alemán,Male,Argentina
Paraíso,2018,Marina Arnaudo,Male,Argentina
Krona 3 the Froggy Case,2018,Luis Margani,Male,Argentina
Adiós querido Pep,2017,Facundo Arana,Male,Argentina
Siempre,2016,Mario Pasik,Male,Argentina
Resentimental,2016,Lucila Solá,Female,Argentina
Mariel espera,2017,Juana Viale,Female,Argentina
La virgen del agua,2018,Eva Bianco,Female,Argentina
Isósceles,2017,Paula Castagnetti,Female,Argentina
Actriz,2017,Analía Couceyro,Female,Argentina
Unidad XV,2018,Carlos Belloso,Male,Argentina
Alevosía,2017,Carlos Eisler,Male,Argentina
Desde Adentro,2018,Clara Kovacic,Female,Argentina
El silencio a gritos,2018,Ángel Miranda,Male,Argentina
Error 404,2016,Mario Alarcón,Male,Argentina
Día de Estreno,2018,Alejandro Awada,Male,Argentina
Cetáceos,2017,Esteban Bigliardi,Male,Argentina
La Otra Mujer,2016,Sabrina Antonozzi,Male,Argentina
Las calles,2016,Luna Barone,Male,Argentina
Reminiscences,2017,Iván Espeche,Male,Argentina
Corazones en Llamas 3,2017,Juanjo Martínez,Male,Argentina
QTH,2016,Juan Manuel Barrera,Male,Argentina
Los Hermanos Karaoke,2017,Bernardo Francese,Male,Argentina
Pintando América,2016,Alexander Bustamante,Male,Argentina
COLMENA,2016,Florencia Bobadilla,Male,Argentina
Argentina Animada,2018,Darío Di Meglio,Male,Argentina
Ojalá vivas tiempos interesantes,2017,Emilia Attías,Female,Argentina
Jazmin,2018,Clara Kovacic,Female,Argentina
Tiempo de Sequía,2017,Fernando Acosta,Male,Argentina
Primero enero,2016,Jorge Rossi,Male,Argentina
Día del Muerto,2016,Camila Mateos,Female,Argentina
Antes de irme,2017,Agostina López,Male,Argentina
Cuadros en la oscuridad,2017,Alvin Astorga,Male,Argentina
La ilusión de Noemí,2016,Sergio Boris,Male,Argentina
Salvador,2016,Martín Fuentes,Male,Argentina
Marena,2018,Sergio Baratucci,Male,Argentina
Tito,2018,Tito Gómez,Male,Argentina
YOn My Space,2017,Facundo Arana,Male,Argentina
Bepo,2016,Alejandro Aguirrebent,Male,Argentina
Relato de una soñadora,2018,Eugenia Alonso,Female,Argentina
Dioses,2016,Eva Angelo,Male,Argentina
Onión,2016,Paloma Contreras,Female,Argentina
Ecuación,2016,Diego Alfonso,Male,Argentina
No!,2018,Alberto Ajaka,Male,Argentina
Romántico italiano,2016,Camila Toker,Female,Argentina
Granada y al Paraíso,2016,Diego Gatto,Male,Argentina
Tarde,2016,Julián Kartun,Male,Argentina
Margarita,2016,Leandro Calcagno,Male,Argentina
SiNcRoNíA,2018,Silvina Luna,Female,Argentina
Diallelos,2016,Sebastián Gallinal Alzaibar,Male,Argentina
Hugo,2017,Adriana Aizemberg,Female,Argentina
Aire y Luz,2017,Camilo Cuello Vitale,Male,Argentina
Hay que matar a la gallina,2016,Hilario Quinteros,Male,Argentina
Grief,2017,María Canale,Female,Argentina
El Farmer,2016,Pompeyo Audivert,Male,Argentina
Casi nunca,2017,Carlos Belloso,Male,Argentina
Un alud,2016,Vera Spinetta,Female,Argentina
Te la vamos a dar,2016,Martín Coria,Male,Argentina
Heroes,2016,Mateo Pona Silos,Male,Argentina
La reina del baile,2016,Fabián Arenillas,Male,Argentina
Cosas viejas,2017,Tristán,Male,Argentina
The Broken Ones,2018,Ailín Salas,Female,Argentina
"Ay, viejito",2016,Hugo Arana,Male,Argentina
Ape Lasagna,2017,Darío Anís,Male,Argentina
Doppelganger,2017,Lucas Crespi,Male,Argentina
El mes del amigo,2016,Valeria Correa,Male,Argentina
Un plan,2017,Julieta Otero,Male,Argentina
Cuento de Fin de Semana,2018,Guillermo Massé,Male,Argentina
Las Lilántidas,2018,Walter Jakob,Male,Argentina
La partida,2018,Maia Bros,Male,Argentina
Genes,2016,Tony Lestingi,Male,Argentina
The Wrath of God,2022,Macarena Achaga,Female,Argentina
Official Competition,2021,Penélope Cruz,Female,Argentina
The Heist of the Century,2020,Guillermo Francella,Male,Argentina
Monos,2019,Sofia Buenaventura,Female,Argentina
Sublime,2022,Martín Miller,Male,Argentina
Coven,2020,Amaia Aberasturi,Female,Argentina
All Hail,2022,Guillermo Francella,Male,Argentina
The Tale of King Crab,2021,Gabriele Silli,Male,Argentina
4x4,2019,Peter Lanzani,Male,Argentina
Heroic Losers,2019,Ricardo Darín,Male,Argentina
Today We Fix the World,2022,Leonardo Sbaraglia,Male,Argentina
The Crimes That Bind,2020,Cecilia Roth,Female,Argentina
Intuition,2020,Luisana Lopilato,Female,Argentina
El Hijo,2019,Joaquín Furriel,Male,Argentina
The Perfect David,2021,Mauricio Di Yorio,Male,Argentina
Wandering Heart,2021,Leonardo Sbaraglia,Male,Argentina
Memories of a Teenager,2019,Renato Quattordio,Male,Argentina
Echoes of a Crime,2022,Diego Peretti,Male,Argentina
La Pietà,2022,Macarena Gómez,Female,Argentina
Horseplay,2022,Bruno Giganti,Male,Argentina
PussyCake,2021,Flor Moreno,Female,Argentina
The Weasel's Tale,2019,Graciela Borges,Female,Argentina
Carajita,2021,Cecile van Welie,Male,Argentina
Causality,2021,Laura Novoa,Female,Argentina
Amor bandido,2021,Romina Ricci,Female,Argentina
Shadow of the Cat,2021,Mónica Antonópulos,Female,Argentina
Notes for My Son,2020,Valeria Bertuccelli,Female,Argentina
Finde,2021,Leonardo Sbaraglia,Male,Argentina
Robe of Gems,2022,Francisco Berdiales,Male,Argentina
"Turu, the Wacky Hen",2019,Eva Hache,Female,Argentina
Exquisite Corpse,2021,Sofía Gala Castiglione,Female,Argentina
Camila Comes Out Tonight,2021,Nina Dziembrowski,Male,Argentina
"Argentina, 1985",2022,Ricardo Darín,Male,Argentina
1976,2022,Aline Küppenheim,Female,Argentina
High Tide,2020,Gloria Carrá,Female,Argentina
Spider,2019,Mercedes Morán,Female,Argentina
El último zombi,2022,Matías Desiderio,Male,Argentina
The Broken Land,2021,Natalia Oreiro,Female,Argentina
So Much Love to Give,2020,Soledad Villamil,Female,Argentina
Unfinished Affairs,2022,Natalia de Molina,Female,Argentina
The Employer and the Employee,2021,Nahuel Pérez Biscayart,Male,Argentina
To Kill the Beast,2021,Ana Brun,Female,Argentina
Little Bikes,2020,Erika Cuello,Male,Argentina
The Dog Who Wouldn't Be Quiet,2021,Raquel Bank,Male,Argentina
With Pleasure,2020,Alejandro Rose-Garcia,Male,Argentina
Bad Christmas,2021,Natalia Oreiro,Female,Argentina
Dusk Stone,2021,Mara Bestelli,Female,Argentina
La Forma del Bosque,2021,Magui Bravi,Female,Argentina
El Secreto de Julia,2019,Natalia D'Alena,Male,Argentina
The Island of Lies,2020,Nerea Barros,Female,Argentina
En la mira,2022,Emilia Attías,Female,Argentina
A Skeleton in the Closet,2020,Facundo Gambandé,Male,Argentina
The Year of Fury,2020,Alberto Ammann,Male,Argentina
Zahorí,2021,Lara Tortosa,Male,Argentina
Lina from Lima,2019,Magaly Solier,Female,Argentina
Cato,2021,Alberto Ajaka,Male,Argentina
Maternal,2019,Lidiya Liberman,Male,Argentina
The Longest Night,2020,Daniel Aráoz,Male,Argentina
"I'm a Girl, I'm a Princess",2021,Eleonora Wexler,Female,Argentina
Gauchito Gil,2020,Roberto Vallejos,Male,Argentina
Blood Will Tell,2019,Oscar Martínez,Male,Argentina
Los hipócritas,2019,Santiago Zapata,Male,Argentina
Secret Voices,2021,Loren Acuña,Female,Argentina
The Good Intentions,2019,Javier Drolas,Male,Argentina
Initials SG,2019,Diego Peretti,Male,Argentina
Soy Luna: The Last Concert,2021,Karol Sevilla,Female,Argentina
Isabella,2020,María Villar,Female,Argentina
Existir,2021,Sofía Gala Castiglione,Female,Argentina
Everything I Like,2019,César Bordón,Male,Argentina
Axiomas,2022,César Bordón,Male,Argentina
"Mamá, mamá, mamá",2020,Agustina Milstein,Male,Argentina
Yo Te Gusto?,2019,Martina Krasinsky,Male,Argentina
The Last Game,2021,Pedro Lamin,Male,Argentina
Holy Beasts,2019,Geraldine Chaplin,Female,Argentina
Las cosas donde ya no estaban,2021,Agustina Quinci,Female,Argentina
The Sharks,2019,Romina Bentancur,Male,Argentina
Immortal,2020,Belén Blanco,Female,Argentina
El Encanto,2020,Ezequiel Tronconi,Male,Argentina
The Big Love Picture,2019,Julieta Vallina,Female,Argentina
Charlotte,2021,Ángela Molina,Female,Argentina
Jesús López,2021,Lucas Schell,Male,Argentina
Te pido un taxi,2019,Nicolás Riera,Male,Argentina
The Teacher,2020,Diego Velázquez,Male,Argentina
An Ocean Blue,2019,Umbra Colombo,Female,Argentina
A Little Love Package,2022,Angeliki Papoulia,Female,Argentina
Bienvenidos al infierno,2021,William Prociuk,Male,Argentina
Sola,2021,Mónica Antonópulos,Female,Argentina
The Strangest Girl in the World,2021,Denise Barbara,Male,Argentina
The Siamese Bond,2020,Rita Cortese,Female,Argentina
Death Will Come and Shall Have Your Eyes,2019,Amparo Noguera,Female,Argentina
"Death Doesn't Exist, and Love Doesn't Either",2019,Antonella Saldicco,Female,Argentina
Toxic,2020,Jazmín Stuart,Female,Argentina
Los Bastardos,2022,Magui Bravi,Female,Argentina
A Taste of Blood,2020,Germán Palacios,Male,Argentina
The Retirement,2019,Luis Brandoni,Male,Argentina
In the Country of Last Things,2020,Maria de Medeiros,Female,Argentina
Lo inevitable,2021,Daryna Butryk,Male,Argentina
The Fall of the Queens,2021,Malena Filmus,Male,Argentina
Ámbar,2020,Freddy Viquez,Male,Argentina
La Teoría de los Vidrios Rotos,2021,Guillermo Arengo,Male,Argentina
Encintados,2022,Benjamín Amadeo,Male,Argentina
Lennons,2022,Clara Kovacic,Female,Argentina
La Panelista,2021,Florencia Peña,Female,Argentina
"Yo, mi mujer y mi mujer muerta",2019,Oscar Martínez,Male,Argentina
Ciegos,2019,Marcelo Subiotto,Male,Argentina
The Returned,2019,Alberto Ajaka,Male,Argentina
Billy Boy,2021,Patricio Aramburu,Male,Argentina
Vuelta al perro,2022,Alfredo Castellani,Male,Argentina
Delfin,2019,Valentino Catania,Male,Argentina
Realidad Virtual,2021,Vanesa González,Female,Argentina
Respira: Transgenesis,2019,Lautaro Delgado,Male,Argentina
The Middle Ages,2022,Luciana Acuña,Male,Argentina
Planta permanente,2019,Liliana Juárez,Male,Argentina
The Attachment Diaries,2021,Jimena Anganuzzi,Male,Argentina
No soy tu mami,2019,Julieta Díaz,Female,Argentina
Nocturna: Side A - The Great Old Man's Night,2021,Marina Artigas,Female,Argentina
Leni,2020,Ailín Zaninovich,Male,Argentina
Crónica de una tormenta,2020,Clara Lago,Female,Argentina
Asfixiados,2022,Leonardo Sbaraglia,Male,Argentina
9,2021,Roxana Blanco,Female,Argentina
A Common Crime,2020,Elisa Carricajo,Female,Argentina
The Dose,2020,Carlos Portaluppi,Male,Argentina
The Hunter's Silence,2019,Pablo Echarri,Male,Argentina
La chica nueva,2021,Jimena Anganuzzi,Male,Argentina
Contando ovejas,2022,Natalia de Molina,Female,Argentina
Claudia,2019,Dolores Fonzi,Female,Argentina
Al Acecho,2019,Facundo Aquinos,Male,Argentina
Album for the Youth,2021,Santiago Canepari,Male,Argentina
The Heat,2020,Carolina Kopelioff,Female,Argentina
Emilia,2020,Claudia Cantero,Female,Argentina
Red Point,2021,Mariana Anghileri,Female,Argentina
El Tio,2019,César Bordón,Male,Argentina
Chaco,2020,Raimundo Ramos,Male,Argentina
The Adopters,2019,Diego Gentile,Male,Argentina
Adán & Esteban,2022,Gabriel Miner,Male,Argentina
Las Furias,2020,Daniel Aráoz,Male,Argentina
The White Devil,2019,Ezequiel Díaz,Male,Argentina
Empieza el baile,2022,Darío Grandinetti,Male,Argentina
El último hereje,2022,Victoria Almeida,Female,Argentina
The Rabbits' House,2020,Darío Grandinetti,Male,Argentina
El Bosque de los Perros,2019,Lorena Vega,Female,Argentina
The Name of the Son,2019,Tristán Miranda,Male,Argentina
El Amigo Visible,2021,Roberto Cuba,Male,Argentina
Canal 54,2021,Andrés Larriera,Male,Argentina
If I Were the Winter Itself,2019,Rafael Federman,Male,Argentina
Alicia,2019,Paloma Contreras,Female,Argentina
La sombra del gallo,2020,Lautaro Delgado,Male,Argentina
Ski,2021,Barbara Anguita,Male,Argentina
La Vagancia,2020,Sofía Gala Castiglione,Female,Argentina
La afinadora de árboles,2019,Paola Barrientos,Female,Argentina
Rapto,2019,Stefano Salvini,Male,Argentina
Damaged,2021,Diego Cremonesi,Male,Argentina
We Will Never Die,2020,Brian Alba,Male,Argentina
Husek,2021,Carla Crespo,Female,Argentina
The Lunnis and the Great Fairy Tales Adventure,2019,Carla Chiorazzo,Female,Argentina
Instrucciones para la poligamia,2019,Ana Pauls,Female,Argentina
A Dog's Death,2019,Guillermo Arengo,Male,Argentina
Will Be Legion,2022,Alexia Moyano,Female,Argentina
The Shadow Side,2020,Clara Kovacic,Female,Argentina
Killing the Dead,2019,Ever Enciso,Male,Argentina
Dominion Evolucion,2020,Nahuel Alberti,Male,Argentina
Santa,2021,Mariana Anghileri,Female,Argentina
Salsa,2020,Estarlyn Acosta,Male,Argentina
Encontrados,2020,Matías Desiderio,Male,Argentina
Esencial,2021,Emilia Attías,Female,Argentina
Monster God,2019,Camila Dobrusky,Male,Argentina
Algo con una mujer,2020,María Soldi,Female,Argentina
Brief Story from the Green Planet,2019,Romina Escobar,Female,Argentina
Máquina para ver el alma,2021,Jenni Merla,Male,Argentina
Un crimen argentino,2022,Darío Grandinetti,Male,Argentina
Una Chica Invisible,2020,Andrea Carballo,Female,Argentina
Noemí Gold,2019,Catalina Berarducci,Male,Argentina
Magali,2019,Eva Bianco,Female,Argentina
Anoche,2019,Gimena Accardi,Female,Argentina
Desertor,2019,Daniel Fanego,Male,Argentina
Convalescent,2021,Marisol Otero,Male,Argentina
La chancha,2020,Esteban Meloni,Male,Argentina
Hékate,2021,Julieta Brito,Male,Argentina
Flipper,2021,Daniel Alvaredo,Male,Argentina
Legítima Defensa,2022,Javier Drolas,Male,Argentina
Doberman,2019,Maruja Bustamante,Male,Argentina
Una tumba para tres,2021,Diego Cremonesi,Male,Argentina
Astrogauchos,2019,Ezequiel Tronconi,Male,Argentina
Angélica,2019,Andrea Garrote,Male,Argentina
El gran combo,2019,Nicole Luis,Female,Argentina
La casa de palos,2020,Adrián Navarro,Male,Argentina
Los últimos románticos,2019,Ricardo Couto,Male,Argentina
The Longleg,2019,Inés Efron,Female,Argentina
Impossible Crimes,2019,Federico Bal,Male,Argentina
Dark Fears,2021,Fabio Rosenstein,Male,Argentina
Il nostro Papa,2019,Manu Fernandez,Male,Argentina
The Debt,2019,Belén Blanco,Female,Argentina
Todo por el ascenso,2019,Tomás Fonzi,Male,Argentina
Biónica,2022,Fabián Arenillas,Male,Argentina
Singapur,2022,Julieta Cardinali,Female,Argentina
Bandido,2021,Juan Minujín,Male,Argentina
Pinpin,2021,Cecilia Czornogas,Male,Argentina
La Sabiduría,2019,Sofía Gala Castiglione,Female,Argentina
Postman,2019,Edda Bustamante,Female,Argentina
El Camino,2022,Franco de la Puente,Male,Argentina
Johan,2021,Norberto Trujillo B.,Male,Argentina
That Weekend,2021,Lola Banfi,Male,Argentina
Nocturna: Lado B - Donde los elefantes van a morir,2021,Marilú Marini,Female,Argentina
La Encomienda,2021,Marcelo Subiotto,Male,Argentina
Cara sucia,2019,Isabella Caminos Bragatto,Male,Argentina
Caballo de Mar,2020,Pablo Cedrón,Male,Argentina
Ronin Conurbano,2020,Roberto Santiago Abate Moreno,Male,Argentina
Lejos de Casa,2020,Abel Ayala,Male,Argentina
Un Crack,2020,Christian Sancho,Male,Argentina
El amor es más fácil,2020,Brian Buley,Male,Argentina
Lxs Desobedientes,2022,Eva Bianco,Female,Argentina
Rumbo al Mar,2020,Santiago Bal,Male,Argentina
El cuidado de los otros,2019,Sofía Gala Castiglione,Female,Argentina
El Kiosco,2019,Pablo Echarri,Male,Argentina
Los Elegidos,2022,Juana Viale,Female,Argentina
Trópico,2020,Juana Viale,Female,Argentina
4 Metros,2019,Victorio D'Alessandro,Male,Argentina
La sequía,2019,Emilia Attías,Female,Argentina
Lonely Rock,2020,Lucía Bautista,Male,Argentina
El rocio,2019,Daiana Provenzano,Male,Argentina
Lobos,2019,Luciano Cáceres,Male,Argentina
Blindado,2019,Gabriel Peralta,Male,Argentina
Pensadero,2022,Ramiro Delgado,Male,Argentina
El teorema de Mosner,2020,Daniel Melingo,Male,Argentina
Irreconocible,2020,Alejandro Botto,Male,Argentina
Bahía blanca,2021,Guillermo Pfening,Male,Argentina
"Devoto, la invasión silenciosa",2020,Diego Cremonesi,Male,Argentina
The Wolf's Lair,2019,Gastón Pauls,Male,Argentina
Bigli,2021,Guillermo Arengo,Male,Argentina
A Faraway House,2021,Valeria Correa,Male,Argentina
Un Jabalí al Acecho,2021,Daniel Alvaredo,Male,Argentina
A School in Cerro Hueso,2021,Mara Bestelli,Female,Argentina
Wanderers,2020,Alberto Ajaka,Male,Argentina
Alma Pura,2020,Ingrid Grudke,Female,Argentina
Baldío,2019,Mónica Galán,Female,Argentina
Carrero,2022,Carlos Gastón Castillo,Male,Argentina
Primaveras atrás,2021,Ailín Salas,Female,Argentina
Badur Hogar,2019,Bárbara Lombardo,Female,Argentina
La Hermosa Fantasía del Propósito Final,2020,Salvador Garay,Male,Argentina
El Sonido de los Tulipanes,2019,Pablo Rago,Male,Argentina
Portraits,2022,Clara Kovacic,Female,Argentina
Hacer la vida,2020,Raquel Ameri,Male,Argentina
Anansi,2020,Gerardo Andino,Male,Argentina
Filth,2019,Santiago Ramundo,Male,Argentina
My Amazing Funeral,2019,Betiana Blum,Female,Argentina
Far from Us,2019,Mateo Giménez,Male,Argentina
En la Cabeza de Papá,2021,Mario Alarcón,Male,Argentina
Memoria de un atardecer,2022,Luis Brandoni,Male,Argentina
La casa acecha,2019,Leonora Balcarce,Female,Argentina
El plan divino,2019,Víctor Laplace,Male,Argentina
La creciente,2019,Cristian Salguero,Male,Argentina
Unlimited Edition,2020,Eugenia Alonso,Female,Argentina
Boat Rower Girl,2019,Nicole Rivadero,Male,Argentina
The Nap,2019,Graciela Ninio,Male,Argentina
The Invented,2021,Gastón Dubini,Male,Argentina
Lucía,2020,Martina Gusman,Female,Argentina
Hora Día Mes,2019,Marcelo Cohen,Male,Argentina
Bajo la corteza,2022,Eva Bianco,Female,Argentina
Lloren la locura perdida de estos campos,2019,Alma Bogado,Male,Argentina
Quequén,2021,Marcela Baffici,Male,Argentina
Intra,2020,María Dupláa,Female,Argentina
Pinball,2019,Diego Cremonesi,Male,Argentina
En la frontera,2020,María Laura Álvarez,Male,Argentina
36 Horas,2021,Héctor Bidonde,Male,Argentina
Inercia,2020,Franco Michienzi,Male,Argentina
Sex Revolver (Romance del Infierno),2021,Daniel Valenzuela,Male,Argentina
Los amigos del anillo,2020,Fabián Arenillas,Male,Argentina
El sonido de la campana,2019,Florencia Bobadilla,Male,Argentina
Lo que tenemos,2020,Mónica Lairana,Female,Argentina
Puto el que lee (murciélagos),2020,Oscar Martínez,Male,Argentina
En los ojos de Verónica,2020,Guillermina Aristu Santorelli,Male,Argentina
Kill the Children,2019,Guadalupe Docampo,Female,Argentina
Camping,2019,Diego Velázquez,Male,Argentina
Zurviving,2021,Brian Largo,Male,Argentina
The Blood We Share,2021,Ezequiel Díaz,Male,Argentina
Detrás de la puerta,2019,Claudia Salas,Female,Argentina
Una noche solos,2019,Analía Couceyro,Female,Argentina
Prefacio,2021,Emanuel Moreno Defalco,Male,Argentina
La playita,2020,Sofia Sanchez,Male,Argentina
Ojos de arena,2020,Manuel Callau,Male,Argentina
Luz Distante: Capítulo 1 - Les desventurades,2020,Alián Devetac,Male,Argentina
Esnob,2022,Magui Bravi,Female,Argentina
TR3SH: la concha de su madre,2019,Agustín Aguirre,Male,Argentina
