title,id,release_year,main_character_name,main_character_gender,country,main_character_role
23rd March 1931: Shaheed,tt0324951,2002,Bobby Deol,Male,India,bhagat
Ab Tumhare Hawale Watan Saathiyo,tt0397882,2004,Amitabh Bachchan,Male,India,officer
Ek Niranjan,tt1579540,2009,Prabhas,Male,India,teacher
Traffic Signal,tt0819810,2007,Kunal Khemu,Male,India,manager
Matrubhoomi: A Nation Without Women,tt0379375,2003,Tulip Joshi,Female,India,servant
Kasak,tt0470398,2005,Lucky Ali,Male,India,bodyguard
15 Park Avenue,tt0449159,2005,Shabana Azmi,Female,India,professor
Vadh,tt0313743,2002,Nana Patekar,Male,India,dr.
The Film,tt0466546,2005,Nassar Abdulla,Male,India,inspector
Chalo Ishq Ladaaye,tt0348824,2002,Govinda,Male,India,assistant
Dekh Bhai Dekh: Laughter Behind Darkness,tt1985058,2009,Gracy Singh,Female,India,actress
Speed,tt0816657,2007,Urmila Matondkar,Female,India,teacher
Aagey Se Right,tt1479667,2009,Shreyas Talpade,Male,India,reporter
16 December,tt0313844,2002,Milind Soman,Male,India,officer
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",tt1935782,2009,Rajit Kapoor,Male,India,lyricist
Waah! Tera Kya Kehna,tt0339878,2002,Govinda,Male,India,assistant
Gunaah,tt0331256,2002,Bipasha Basu,Female,India,inspector
Devi Putrudu,tt0239341,2001,Venkatesh Daggubati,Male,India,taxi driver
Kuselan,tt1273218,2008,Rajinikanth,Male,India,superstar
Krazzy 4,tt1182908,2008,Juhi Chawla,Female,India,dr.
Albela,tt0118578,2001,Govinda,Male,India,guide
Chori Chori Chupke Chupke,tt0256692,2001,Preity Zinta,Female,India,prostitute
Hattrick,tt0979891,2007,Nana Patekar,Male,India,dr.
Silsiilay,tt0438981,2005,Tabu,Female,India,hostess
Aa Dekhen Zara,tt1372681,2009,Neil Nitin Mukesh,Male,India,photographer
Ab Ke Baras,tt0321067,2002,Arya Babbar,Male,India,fighter
Gaja Gamini,tt0221982,2000,Madhuri Dixit,Female,India,photojournalist
Hum To Mohabbat Karega,tt0249588,2000,Karisma Kapoor,Female,India,reporter
Out of Control,tt0388315,2003,Riteish Deshmukh,Male,India,turner
Fruit & Nut,tt1634329,2009,Cyrus Broacha,Male,India,bachelor
Shakalaka Boom Boom,tt0845535,2007,Bobby Deol,Male,India,artist
2 October,tt0463279,2003,Ashutosh Rana,Male,India,minister
Don 2,tt1285241,2011,Shah Rukh Khan,Male,India,inspector
Eega,tt2258337,2012,Sudeep,Male,India,industrialist
Rockstar,tt1839596,2011,Ranbir Kapoor,Male,India,manager
Pyaar Ka Punchnama,tt1926313,2011,Kartik Aaryan,Male,India,bachelor
Kahaani,tt1821480,2012,Vidya Balan,Female,India,engineer
The Dirty Picture,tt1954206,2011,Vidya Balan,Female,India,producer
B.A. Pass,tt2408040,2012,Shadab Kamal,Male,India,prostitute
Hate Story,tt2309987,2012,Nikhil Dwivedi,Male,India,journalist
Trishna,tt1836987,2011,Freida Pinto,Female,India,producer
I Hate Luv Storys,tt1667838,2010,Imran Khan,Male,India,director
Ship of Theseus,tt1773764,2012,Aydah El-Kashef,Female,India,photographer
Udaan,tt1639426,2010,Rajat Barmecha,Male,India,writer
Mausam,tt1627924,2011,Shahid Kapoor,Male,India,professor
Ferrari Ki Sawaari,tt2122340,2012,Sharman Joshi,Male,India,clerk
Karthik Calling Karthik,tt1373156,2010,Farhan Akhtar,Male,India,responsible
Luv Shuv Tey Chicken Khurana,tt2186933,2012,Kunal Kapoor,Male,India,lawyer
Aiyyaa,tt2255934,2012,Rani Mukerji,Female,India,artist
Teri Meri Kahaani,tt2354407,2012,Shahid Kapoor,Male,India,superstar
Dam999,tt1656171,2011,Vinay Rai,Male,India,mariner
Shagird,tt1828289,2011,Nana Patekar,Male,India,inspector
Ekk Deewana Tha,tt2126282,2012,Prateik Babbar,Male,India,filmmaker
Tum Milo Toh Sahi,tt1442583,2010,Nana Patekar,Male,India,clerk
Bhoot and Friends,tt1807978,2010,Nishikant Dixit,Male,India,manager
Shor in the City,tt1916728,2010,Tusshar Kapoor,Male,India,publisher
Badmaash Company,tt1602476,2010,Shahid Kapoor,Male,India,supermodel
Hostel,tt1825801,2011,Vatsal Sheth,Male,India,secretary
Bhindi Baazaar Inc.,tt1667823,2011,Kay Kay Menon,Male,India,shroff
Force,tt1992138,2011,John Abraham,Male,India,responsible
Filmistaan,tt2417560,2012,Sharib Hashmi,Male,India,director
No One Killed Jessica,tt1734110,2011,Rani Mukerji,Female,India,newspaper
Anjaana Anjaani,tt1499201,2010,Priyanka Chopra Jonas,Female,India,guard
Chance Pe Dance,tt1392744,2010,Shahid Kapoor,Male,India,courier
Jhootha Hi Sahi,tt1322257,2010,John Abraham,Male,India,painter
Pyaar Impossible,tt1351224,2010,Priyanka Chopra Jonas,Female,India,merchant
Raaz 3,tt2140315,2012,Bipasha Basu,Female,India,director
Teen Patti,tt1183917,2010,Amitabh Bachchan,Male,India,prof.
Tere Naal Love Ho Gaya,tt2130242,2012,Riteish Deshmukh,Male,India,driver
Kamaal Dhamaal Malamaal,tt2278422,2012,Nana Patekar,Male,India,bodyguard
Kyaa Super Kool Hain Hum,tt2027138,2012,Riteish Deshmukh,Male,India,actor
Dangerous Ishq,tt1971365,2012,Karisma Kapoor,Female,India,supermodel
Turning 30!!!,tt1666184,2011,Gul Panag,Female,India,career
Isi Life Mein...!,tt1781838,2010,Akshay Oberoi,Male,India,career
Khuda Kasam,tt1920986,2010,Sunny Deol,Male,India,truck driver
Ghost,tt2175671,2012,Shiney Ahuja,Male,India,doctor
Bheja Fry 2,tt1939654,2011,Vinay Pathak,Male,India,executive
