title,id,release_year,main_character_name,main_character_gender,country,main_character_role
To Want to Fly,tt0103223,1991,Maurizio Nichetti,Male,Italy,voice actor
One Woman for Everyone,tt0205884,1991,Mal,Female,Italy,lawyer
Incontri proibiti,tt0167210,1998,Alberto Sordi,Male,Italy,engineer
Delitti e profumi,tt0094992,1988,Jerry Cal,Male,Italy,detective
Palla di neve,tt0114079,1995,Paolo Villaggio,Male,Italy,actor
Prickly Pears,tt0194876,1980,Renato Pozzetto,Male,Italy,mayor
La gorilla,tt0122512,1982,Lory Del Santo,Female,Italy,artist
La gemella erotica,tt0189544,1980,Patrizia Behn,Female,Italy,psychiatrist
La locandiera,tt0081066,1980,Claudia Mori,Female,Italy,innkeeper
L'appassionata,tt0193723,1989,Piera Degli Esposti,Female,Italy,teacher
Cyber Eden,tt0104540,1992,Adriano Celentano,Male,Italy,gardener
Secret Scandal,tt0098278,1990,Monica Vitti,Female,Italy,director
Omicidio a luci blu,tt0102586,1992,Florence Guérin,Female,Italy,prostitute
The Blue-Eyed Bandit,tt0083667,1980,Franco Nero,Male,Italy,accountant
Under the Tuscan Sun,tt0328589,2003,Diane Lane,Female,Italy,writer
Monamour,tt0480919,2005,Anna Jimskaia,Female,Italy,publisher
Eros,tt0343663,2004,Gong Li,Female,Italy,assistant
How Much Do You Love Me?,tt0420555,2005,Monica Bellucci,Female,Italy,prostitute
Pinocchio,tt0255477,2002,Roberto Benigni,Male,Italy,carver
The Unknown Woman,tt0494271,2006,Kseniya Rappoport,Female,Italy,prostitute
Il Divo,tt1023490,2008,Toni Servillo,Male,Italy,politician
The Ignorant Fairies,tt0274497,2001,Margherita Buy,Female,Italy,doctor
Nora,tt0158033,2000,Susan Lynch,Female,Italy,maid
The Tiger and the Snow,tt0419198,2005,Roberto Benigni,Male,Italy,writer
Mostly Martha,tt0246772,2001,Martina Gedeck,Female,Italy,restaurant
The Double Hour,tt1379222,2009,Kseniya Rappoport,Female,Italy,maid
The Card Player,tt0330691,2003,Stefania Rocca,Female,Italy,detective
Vincere,tt1156173,2009,Giovanna Mezzogiorno,Female,Italy,journalist
First Love,tt0396818,2004,Michela Cescon,Female,Italy,goldsmith
My Name Is Tanino,tt0280970,2002,Corrado Fortuna,Male,Italy,director
The Sentimental Education of Eugénie,tt0824320,2005,Antonella Salvucci,Female,Italy,madam
Princesa,tt0281094,2001,Ingrid de Souza,Male,Italy,prostitute
Callas Forever,tt0274407,2002,Fanny Ardant,Female,Italy,singer
My Brother is an Only Child,tt0846040,2007,Elio Germano,Male,Italy,trader
The Right Distance,tt0951279,2007,Giovanni Capovilla,Male,Italy,journalist
Tickets,tt0418239,2005,Carlo Delle Piane,Male,Italy,professor
Quiet Chaos,tt0929412,2008,Nanni Moretti,Male,Italy,designer
Do You Like Hitchcock?,tt0430676,2005,Elio Germano,Male,Italy,newspaper
Manual of Love,tt0417944,2005,Carlo Verdone,Male,Italy,doctor
Fine settimana a Lecco,tt5158880,2000,Tinto Brass,Male,Italy,presenter
Madame,tt0860537,2004,Sonia Aquino,Female,Italy,engineer
Bear's Kiss,tt0283915,2002,Rebecka Liljeberg,Female,Italy,artist
Maria Montessori: una vita per i bambini,tt1034048,2007,Paola Cortellesi,Female,Italy,pedagogue
The Caiman,tt0429727,2006,Silvio Orlando,Male,Italy,producer
"Maradona, the Hand of God",tt0465737,2007,Marco Leonardi,Male,Italy,football player
A Talking Picture,tt0364093,2003,Leonor Silveira,Female,Italy,teacher
Angela,tt0287914,2002,Donatella Finocchiaro,Female,Italy,narrator
The Torturer,tt0472571,2005,Simone Corrente,Male,Italy,director
Lezioni di cioccolato,tt1065305,2007,Luca Argentero,Male,Italy,building contractor
Fort Apache Napoli,tt1272011,2009,Libero De Rienzo,Male,Italy,journalist
Momo,tt0299040,2001,Erica Necci,Female,Italy,master
We Can Do That,tt1320297,2008,Claudio Bisio,Male,Italy,director
Red Riding Hood,tt0388365,2003,Kathleen Archebald,Male,Italy,actress
Black and White,tt1031218,2008,Fabio Volo,Male,Italy,mediator
The Big Dream,tt1194231,2009,Riccardo Scamarcio,Male,Italy,officer
Light of My Eyes,tt0282701,2001,Luigi Lo Cascio,Male,Italy,driver
Eyes of Crystal,tt0382205,2004,Luigi Lo Cascio,Male,Italy,inspector
Dalida,tt0416362,2005,Sabrina Ferilli,Female,Italy,singer
Christmas on the Nile,tt0337689,2002,Christian De Sica,Male,Italy,lawyer
Gasoline,tt0302309,2001,Maya Sansa,Female,Italy,mechanic
The Dark Sea,tt0447918,2006,Luigi Lo Cascio,Male,Italy,detective
Resurrection,tt0306034,2001,Stefania Rocca,Female,Italy,merchant
Different from Whom,tt1213638,2009,Luca Argentero,Male,Italy,politician
Il mio miglior nemico,tt0486138,2006,Carlo Verdone,Male,Italy,manager
Just a Father,tt1217631,2008,Luca Argentero,Male,Italy,doctor
Non pensarci,tt1093382,2007,Valerio Mastandrea,Male,Italy,musician
"Grande, grosso e... Verdone",tt1077026,2008,Carlo Verdone,Male,Italy,professor
The Friends at the Margherita Cafe,tt1267498,2009,Diego Abatantuono,Male,Italy,driver
Our Country,tt0799911,2006,Valeria Golino,Female,Italy,officer
The Past Is a Foreign Land,tt1166110,2008,Elio Germano,Male,Italy,bartender
Now or Never,tt0366854,2003,Jacopo Bonvicini,Male,Italy,model
A Chinese in a Coma,tt0208026,2000,Carlo Verdone,Male,Italy,manager
Notre Dame de Paris - Live Arena di Verona,tt0420024,2002,Lola Ponce,Male,Italy,dancer
A Scandalous Journey,tt0296145,2002,Laura Morante,Female,Italy,poet
Monkey Boy,tt1419346,2009,Giampiero Bartolini,Male,Italy,inspector
Salty Air,tt0805488,2006,Giorgio Pasotti,Male,Italy,social worker
