title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Walk All Over Me,tt0907680,2007,Leelee Sobieski,Female,Canada,professional dominatrix
Abandon,tt0267248,2002,Katie Holmes,Female,Canada,senior
Snow White: The Fairest of Them All,tt0255605,2001,Miranda Richardson,Female,Canada,queen
Silk,tt0494834,2007,Sei Ashina,Female,Canada,servant
I Want to Marry Ryan Banks,tt0385013,2004,Jason Priestley,Male,Canada,bachelor
Closing the Ring,tt0488380,2007,Shirley MacLaine,Female,Canada,farmer
Fido,tt0457572,2006,David Kaye,Male,Canada,narrator
Ginger Snaps Back: The Beginning,tt0365265,2004,Katharine Isabelle,Female,Canada,trader
Gutterballs,tt1087853,2008,Alastair Gamble,Male,Canada,senior
The Monkey's Mask,tt0259442,2000,Susie Porter,Female,Canada,officer
Fubar,tt0302585,2002,Paul Spence,Male,Canada,director
Lucky 7,tt0370904,2003,Kimberly Williams-Paisley,Female,Canada,lawyer
The Bone Snatcher,tt0343449,2003,Scott Bairstow,Male,Canada,dr.
Swarmed,tt0437498,2005,Michael Shanks,Male,Canada,scientist
Whisper,tt0435528,2007,Jennifer Shirley,Male,Canada,nanny
Spectacular!,tt1212986,2009,Nolan Gerard Funk,Male,Canada,singer
Love & Sex,tt0234137,2000,Famke Janssen,Female,Canada,editor
Going the Distance,tt0388285,2004,Christopher Jacot,Male,Canada,music producer
War Bride,tt0244297,2001,Anna Friel,Female,Canada,soldier
Call Me: The Rise and Fall of Heidi Fleiss,tt0388976,2004,Jamie-Lynn Sigler,Female,Canada,prostitute
Student Seduction,tt0362761,2003,Elizabeth Berkley,Female,Canada,teacher
Noel,tt0383534,2004,Susan Sarandon,Female,Canada,publisher
The Barbarian Invasions,tt0338135,2003,Rémy Girard,Male,Canada,career
The Ultimate Christmas Present,tt0256466,2000,Hallee Hirsh,Female,Canada,model
Poison,tt0241251,2000,Rosanna Arquette,Female,Canada,actress
Misbehaviour,tt0969299,2008,Cindel Chartrand,Female,Canada,miller
Jesus Christ Vampire Hunter,tt0311361,2001,Phil Caracas,Male,Canada,hunter
Trailer Park Boys: Countdown to Liquor Day,tt1337032,2009,Robb Wells,Male,Canada,grade
Jonestown: Paradise Lost,tt1090665,2007,Ted Biggs,Male,Canada,narrator
The Saddest Music in the World,tt0366996,2003,Mark McKinney,Male,Canada,producer
Storm Cell,tt0983922,2008,Mimi Rogers,Female,Canada,chaser
While She Was Out,tt0887971,2008,Kim Basinger,Female,Canada,guard
Eternal,tt0382019,2004,Caroline Néron,Female,Canada,maid
Jiminy Glick in Lalawood,tt0347369,2004,Martin Short,Male,Canada,critic
They Nest,tt0221633,2000,Thomas Calabro,Male,Canada,dr.
Sumuru,tt0338470,2003,Alexandra Kamp,Female,Canada,guard
The Stone Angel,tt0847897,2007,Ellen Burstyn,Female,Canada,shopkeeper
The Favourite Game,tt0299868,2003,JR Bourne,Male,Canada,poet
Decoys,tt0357585,2004,Corey Sevier,Male,Canada,detective
Holiday in Handcuffs,tt0938666,2006,Melissa Joan Hart,Female,Canada,chandler
The Boy Next Door,tt1340765,2008,Dina Meyer,Female,Canada,author
Proteus,tt0379461,2003,Rouxnet Brown,Male,Canada,sailor
A Shine of Rainbows,tt1014774,2009,Connie Nielsen,Female,Canada,doctor
Punch,tt0313503,2002,Michael Riley,Male,Canada,professional boxer
See Jane Date,tt0371190,2003,Charisma Carpenter,Female,Canada,editor
Alien Trespass,tt1122836,2009,Eric McCormack,Male,Canada,dr.
Land of Plenty,tt0382357,2004,Michelle Williams,Female,Canada,missionary
First Target,tt0248803,2000,Daryl Hannah,Female,Canada,entrepreneur
Heading South,tt0381690,2005,Charlotte Rampling,Female,Canada,professor of french literature
Devil's Diary,tt1018820,2007,Alexz Johnson,Female,Canada,minister
A Separate Peace,tt0328400,2004,J Barton,Male,Canada,career
1 Day,tt1268158,2009,Dylan Duffus,Male,Canada,leader
Deception,tt0384908,2003,Dina Meyer,Female,Canada,actress
Dead Heat,tt0277744,2002,Kiefer Sutherland,Male,Canada,officer
When Billie Beat Bobby,tt0258446,2001,Holly Hunter,Female,Canada,king
What Lies Above,tt0429106,2004,Nicole Eggert,Female,Canada,guide
Mary Higgins Clark : Tu m'appartiens,tt0302056,2002,Lesley-Anne Down,Female,Canada,dr.
Year of the Carnivore,tt1372306,2009,Cristin Milioti,Female,Canada,detective
Courage,tt1447495,2009,Andrea Roth,Female,Canada,author
Cheats,tt0250292,2002,Kathryn Anderson,Female,Canada,teacher
Under the Sea 3D,tt1020876,2009,Jim Carrey,Male,Canada,narrator
Perfect Pie,tt0293899,2002,Wendy Crewson,Female,Canada,singer
They Wait,tt0869152,2007,Jaime King,Female,Canada,pharmacist
White Coats,tt0367232,2004,Dan Aykroyd,Male,Canada,dr.
Nothing,tt0298482,2003,David Hewlett,Male,Canada,agent
Hobo with a Shotgun,tt2013230,2007,David Brunt,Male,Canada,filmmaker
Poor Boy's Game,tt0816616,2007,Rossif Sutherland,Male,Canada,boxer
The Reagans,tt0383139,2003,Judy Davis,Female,Canada,career
Breakfast with Scot,tt0910847,2007,Tom Cavanagh,Male,Canada,lawyer
Les Mensonges d'une mère,tt0433588,2005,Joely Richardson,Female,Canada,master
Le cauchemar d'Allison,tt0439578,2005,Laura Harris,Female,Canada,artist
Weirdsville,tt0758798,2007,Scott Speedman,Male,Canada,employee
Days of Darkness,tt0819953,2007,Marc Labrèche,Male,Canada,civil servant
Too Young to Marry,tt0977668,2007,Nina Dobrev,Female,Canada,carpenter
Suspicious River,tt0219333,2000,Molly Parker,Female,Canada,receptionist
The Dark Hours,tt0402249,2005,Kate Greenhouse,Female,Canada,dr.
Une femme sous emprise,tt1124375,2008,Shannon Elizabeth,Female,Canada,lawyer
Troubled Waters,tt0816683,2006,Jennifer Beals,Female,Canada,agent
Hollywood Wives: The New Generation,tt0372326,2003,Farrah Fawcett,Female,Canada,actress
Danger en altitude,tt0961208,2007,Jessalyn Gilsig,Female,Canada,dr.
Flirting with Forty,tt1182887,2008,Heather Locklear,Female,Canada,instructor
Suddenly Naked,tt0284525,2001,Wendy Crewson,Female,Canada,novelist
Diverted,tt1303829,2009,Shawn Ashmore,Male,Canada,air traffic controller
Devil in the Flesh 2,tt0217086,2000,Jodi Lyn O'Keefe,Female,Canada,teacher
Toxic Skies,tt1414863,2008,Anne Heche,Female,Canada,dr.
All Hat,tt0903131,2007,Luke Kirby,Male,Canada,player
Céline,tt1010387,2008,Christine Ghawi,Female,Canada,singer
Sucker Punch,tt0978764,2011,Emily Browning,Female,Canada,psychiatrist
The Woman in Black,tt1596365,2012,Emma Shorey,Male,Canada,fisher
A Dangerous Method,tt1571222,2011,Keira Knightley,Female,Canada,doctor
The Thing,tt0905372,2011,Mary Elizabeth Winstead,Female,Canada,scientist
The Vow,tt1606389,2012,Rachel McAdams,Female,Canada,doctor
Tucker and Dale vs Evil,tt1465522,2010,Tyler Labine,Male,Canada,sheriff
Resident Evil: Retribution,tt1855325,2012,Milla Jovovich,Female,Canada,queen
Red Riding Hood,tt1486185,2011,Amanda Seyfried,Female,Canada,hunter
Silent Hill: Revelation,tt0938330,2012,Adelaide Clemens,Female,Canada,leader
Mirror Mirror,tt1667353,2012,Julia Roberts,Female,Canada,queen
Underworld: Awakening,tt1496025,2012,Kate Beckinsale,Female,Canada,warrior
House at the End of the Street,tt1582507,2012,Jennifer Lawrence,Female,Canada,doctor
Tooth Fairy,tt0808510,2010,Dwayne Johnson,Male,Canada,player
The Whistleblower,tt0896872,2010,Rachel Weisz,Female,Canada,officer
Take This Waltz,tt1592281,2011,Michelle Williams,Female,Canada,artist
The Divide,tt1535616,2011,Lauren German,Female,Canada,superintendent
BloodRayne: The Third Reich,tt1153546,2011,Natassia Malthe,Female,Canada,commander
Hope Springs,tt1535438,2012,Meryl Streep,Female,Canada,bartender
Heartbeats,tt1600524,2010,Monia Chokri,Female,Canada,restaurant
The Conspiracy,tt2330322,2012,Aaron Poole,Male,Canada,theorist
Rags,tt1910605,2012,Keke Palmer,Female,Canada,superstar
The Moth Diaries,tt1407065,2011,Sarah Bolger,Female,Canada,cantor
The Philadelphia Experiment,tt2039399,2012,Nicholas Lea,Male,Canada,gardner
Café de Flore,tt1550312,2011,Vanessa Paradis,Female,Canada,companion
The Tortured,tt1017464,2010,Erika Christensen,Female,Canada,detective
Perfect Plan,tt1664010,2010,Emily Rose,Female,Canada,baker
Alps,tt1859446,2011,Angeliki Papoulia,Female,Canada,driver
Life Happens,tt1726589,2011,Krysten Ritter,Female,Canada,assistant
If I Were You,tt1587309,2012,Marcia Gay Harden,Female,Canada,restaurant
The High Cost of Living,tt1479388,2010,Isabelle Blais,Female,Canada,dealer
Frankie & Alice,tt1221208,2010,Halle Berry,Female,Canada,bartender
The Shrine,tt1341710,2010,Aaron Ashmore,Male,Canada,journalist
Gunless,tt1376195,2010,Paul Gross,Male,Canada,blacksmith
The Red Virgin,tt1948190,2011,Maribel Verdú,Female,Canada,activist
Chico & Rita,tt1235830,2010,Limara Meneses,Male,Canada,singer
In Their Skin,tt1790869,2012,Selma Blair,Female,Canada,real estate developer
Lying to Be Perfect,tt1535565,2010,Poppy Montgomery,Female,Canada,editor
Citizen Gangster,tt1709654,2011,Scott Speedman,Male,Canada,driver
Ice Castles,tt1411276,2010,Taylor Firth,Female,Canada,skater
Manborg,tt2060525,2011,Matthew Kennedy,Male,Canada,soldier
Deadly Hope,tt2129990,2012,Alana De La Garza,Female,Canada,obstetrician
Christmas Magic,tt2112127,2011,Lindy Booth,Female,Canada,restaurant owner
"It's Christmas, Carol!",tt2181853,2012,Emmanuelle Vaugier,Female,Canada,chief executive officer
Harriet the Spy: Blog Wars,tt1545097,2010,Jennifer Stone,Female,Canada,official
Exposed,tt1878932,2011,Jodi Lyn O'Keefe,Female,Canada,teacher
The Prodigies,tt1374990,2011,Jeffrey Evan Thomas,Male,Canada,researcher
The Con Artist,tt1401607,2010,Rossif Sutherland,Male,Canada,artist
Witchslayer Gretl,tt1684936,2012,Paul McGillion,Male,Canada,queen
The Real Inglorious Bastards,tt3320110,2012,Robert Nolan,Male,Canada,narrator
The Pastor's Wife,tt1994577,2011,Rose McGowan,Female,Canada,pastor
Avenging Force: The Scarab,tt1619016,2010,Jennifer Barnes,Male,Canada,archaeologist
The Chameleon,tt1359553,2010,Marc-André Grondin,Male,Canada,agent
Man on the Train,tt1646922,2011,Donald Sutherland,Male,Canada,professor
Second Chances,tt1491043,2010,Melissa George,Female,Canada,fisher
Trading Christmas,tt2008491,2010,Tom Cavanagh,Male,Canada,writer
Burden of Evil,tt2226309,2012,Natalie Zea,Female,Canada,detective
The Avenger,tt2368537,2012,Jodi Lyn O'Keefe,Female,Canada,contractor
Deck the Halls,tt1942839,2011,Scottie Thompson,Female,Canada,driver
Desperately Seeking Santa,tt1967688,2011,Laura Vandervoort,Female,Canada,manager
Snowmageddon,tt1876446,2011,David Cubitt,Male,Canada,miller
Cell 213,tt1288636,2011,Bruce Greenwood,Male,Canada,guard
He Loves Me,tt1735357,2011,Heather Locklear,Female,Canada,agent
Pokémon Apokélypse,tt1831736,2010,Lee Majdoub,Male,Canada,trainer
Flight of the Butterflies,tt2174750,2012,Gordon Pinsent,Male,Canada,dr.
Notes from the Heart Healer,tt2321445,2012,Genie Francis,Male,Canada,author
Amazon Falls,tt1541610,2010,April Telek,Female,Canada,actress
Where Are the Dolls,tt2294949,2012,Megan Follows,Female,Canada,narrator
Growing the Big One,tt1526745,2010,Shannen Doherty,Female,Canada,career
"Famine and Shipwreck, an Irish Odyssey",tt2861430,2011,Brian McKenna,Male,Canada,narrator
Turn the Beat Around,tt1307897,2010,Romina D'Ugo,Female,Canada,dancer
Borderline Murder,tt1847707,2011,Brooke Burns,Female,Canada,lawyer
Sick: Survive the Night,tt2172055,2012,Christina Aceto,Male,Canada,dr.
Please Kill Mr. Know It All,tt1935201,2012,Lara Jean Chorostecki,Female,Canada,agent
I'm Yours,tt1836818,2011,Rossif Sutherland,Male,Canada,career
Fakers,tt1594968,2010,Greyston Holt,Male,Canada,tanner
